|V|	|E|	time	approx
20	151	0.059	8838
20	162	0.065	10863
20	157	0.085	10627
20	156	0.102	10143
20	152	0.086	8240
20	150	0.102	7299
20	160	0.068	10317
20	152	0.079	8551
20	157	0.072	6472
20	164	0.071	9056
20	157	0.088	11631
20	154	0.076	8188
20	148	0.076	10872
20	159	0.068	9783
20	143	0.08	9350
20	157	0.101	8455
20	153	0.067	8702
20	143	0.086	7958
20	149	0.125	11328
20	154	0.079	8497
20	151	0.095	8245
20	153	0.068	8685
20	149	0.073	9893
20	151	0.123	7182
20	147	0.074	8504
20	151	0.077	9394
20	162	0.086	10143
20	155	0.114	8874
20	157	0.069	8324
20	168	0.089	8697
20	155	0.085	9054
20	144	0.078	9670
20	146	0.076	9117
20	156	0.063	10697
20	153	0.064	7365
20	146	0.083	10676
20	145	0.076	9566
20	150	0.063	10261
20	156	0.127	10297
20	148	0.075	9245
20	152	0.066	10704
20	144	0.079	8767
20	145	0.098	10233
20	153	0.086	9140
20	146	0.117	9932
20	159	0.097	9908
20	146	0.104	10702
20	150	0.069	9549
20	168	0.089	11804
20	146	0.084	10611
20	153	0.106	10659
20	148	0.093	8339
20	136	0.078	10907
20	155	0.094	11102
20	143	0.067	7315
20	162	0.093	9400
20	157	0.063	9071
20	153	0.081	9283
20	156	0.086	8431
20	159	0.087	9893
20	160	0.089	9096
20	166	0.091	10779
20	152	0.085	9001
20	140	0.085	8243
20	148	0.085	7183
20	150	0.082	9269
20	161	0.085	7687
20	150	0.084	8638
20	158	0.062	8930
20	145	0.081	7045
20	144	0.061	10209
20	160	0.062	9831
20	159	0.066	7262
20	142	0.082	9277
20	148	0.062	9729
20	151	0.058	10617
20	146	0.06	7908
20	152	0.062	10177
20	142	0.071	7913
20	151	0.076	10214
20	156	0.104	10068
20	163	0.107	7501
20	158	0.087	9759
20	154	0.098	8912
20	144	0.077	6735
20	154	0.064	9883
20	150	0.06	8954
20	147	0.057	10262
20	148	0.084	9911
20	152	0.058	8610
20	152	0.058	12294
20	155	0.079	11042
20	142	0.058	10762
20	143	0.067	10551
20	142	0.09	9147
20	149	0.06	8253
20	149	0.114	8192
20	149	0.058	11778
20	149	0.058	9719
20	151	0.12	9460
20	151	0.07	10277
20	138	0.057	9362
20	150	0.093	10601
20	147	0.115	9512
20	141	0.057	9747
20	150	0.069	8923
20	148	0.058	8547
20	149	0.095	8262
20	155	0.063	9120
20	157	0.101	8737
20	156	0.079	8629
20	149	0.056	11192
20	147	0.056	8965
20	140	0.054	8635
20	153	0.093	7780
20	147	0.059	4333
20	153	0.059	9093
20	152	0.059	9427
20	152	0.059	9158
20	150	0.078	8918
20	152	0.063	8344
20	160	0.104	6115
20	155	0.063	8150
20	163	0.064	11124
20	157	0.093	11783
20	150	0.077	8242
20	153	0.066	6688
20	162	0.061	8005
20	150	0.064	10144
20	153	0.063	8026
20	152	0.058	7476
20	150	0.077	10378
20	151	0.057	9920
20	152	0.059	10941
20	159	0.082	10097
20	155	0.059	10040
20	152	0.057	6654
20	155	0.059	11140
20	155	0.064	7189
20	147	0.057	10153
20	156	0.059	8248
20	153	0.058	11039
20	154	0.063	7342
20	152	0.059	8594
20	160	0.066	9361
20	149	0.061	9570
20	156	0.06	10444
20	155	0.06	10851
20	153	0.1	9835
20	157	0.062	8230
20	152	0.059	11736
20	153	0.081	9122
20	158	0.06	10992
20	147	0.059	4781
20	148	0.102	11047
20	149	0.062	5760
20	150	0.082	9032
20	146	0.078	10284
20	144	0.056	9345
20	153	0.084	9662
20	143	0.055	8975
20	149	0.058	9180
20	154	0.058	8787
20	155	0.108	10289
20	148	0.058	7128
20	164	0.101	10234
20	154	0.066	8795
20	153	0.075	9678
20	155	0.064	8859
20	157	0.09	9623
20	150	0.083	8163
20	162	0.119	9054
20	148	0.064	8513
20	147	0.085	9330
20	151	0.08	9772
20	158	0.064	10708
20	154	0.083	8182
20	156	0.104	8200
20	159	0.077	9263
20	153	0.123	11404
20	155	0.088	9124
20	153	0.083	8167
20	146	0.077	10666
20	160	0.113	11681
20	144	0.095	9341
20	153	0.072	7293
20	157	0.068	7239
20	152	0.069	9013
20	149	0.082	12352
20	143	0.065	8920
20	159	0.081	9926
20	150	0.073	10567
20	151	0.08	10155
20	157	0.073	9367
20	162	0.069	10480
20	143	0.081	7954
20	145	0.118	8271
20	158	0.074	9096
20	148	0.077	7537
20	149	0.086	8288
20	144	0.12	8576
20	158	0.102	8382
20	140	0.062	9972
20	145	0.081	11203
20	151	0.12	11677
20	153	0.063	8375
20	154	0.079	9894
20	149	0.058	6577
20	145	0.056	8645
20	150	0.057	6303
20	150	0.057	10870
20	155	0.078	10893
20	149	0.057	9070
20	148	0.095	8222
20	153	0.058	10435
20	157	0.086	8183
20	163	0.103	8716
20	142	0.059	9863
20	152	0.064	10000
20	149	0.103	5466
20	142	0.058	8517
20	149	0.062	10202
20	157	0.06	8161
20	153	0.077	7054
20	153	0.063	9521
20	149	0.068	8841
20	147	0.059	11616
20	155	0.064	10540
20	154	0.079	10753
20	150	0.061	9587
20	149	0.08	8511
20	156	0.072	10451
20	151	0.061	9182
20	162	0.077	9977
20	149	0.078	7826
20	156	0.082	8897
20	155	0.061	9007
20	141	0.067	7437
20	160	0.127	5992
20	149	0.09	10774
20	150	0.061	11527
20	159	0.105	10075
20	151	0.069	9287
20	152	0.058	10074
20	142	0.056	7279
20	152	0.058	10132
20	160	0.062	9415
20	156	0.059	8296
20	152	0.102	8018
20	147	0.059	7588
20	151	0.058	9449
20	152	0.058	10909
20	160	0.061	11499
20	147	0.08	10112
20	154	0.101	11765
20	142	0.059	8190
20	153	0.1	8471
20	154	0.084	9450
20	137	0.058	8220
20	144	0.059	6920
20	154	0.092	8782
20	148	0.125	9206
20	157	0.091	9273
20	155	0.108	8573
20	149	0.128	8555
20	155	0.14	10568
20	151	0.129	9667
20	145	0.106	9094
20	160	0.092	10887
20	149	0.128	8123
20	149	0.087	9705
20	153	0.116	9721
20	149	0.09	8911
20	155	0.091	7585
20	146	0.086	7055
20	149	0.13	8032
20	144	0.13	6568
20	163	0.136	10289
20	142	0.062	8946
20	161	0.064	8592
20	155	0.084	7322
20	156	0.061	10678
20	160	0.091	8803
20	147	0.08	9327
20	154	0.059	9559
20	147	0.057	8516
20	155	0.059	9149
20	146	0.057	8261
20	157	0.059	8962
20	153	0.059	9063
20	146	0.058	9376
20	147	0.058	10218
20	150	0.058	9321
20	148	0.058	7851
20	139	0.056	8749
20	152	0.077	8377
20	152	0.083	7959
20	155	0.061	9956
20	152	0.057	9616
20	151	0.06	9722
20	156	0.087	8734
20	156	0.061	10860
20	159	0.06	9142
20	150	0.067	8120
20	152	0.067	10730
20	159	0.062	8660
20	156	0.066	7911
20	151	0.072	10811
20	151	0.066	7390
20	148	0.064	5802
20	153	0.065	10701
20	157	0.081	9589
20	151	0.067	8069
20	153	0.066	8439
20	155	0.092	10022
20	146	0.062	10458
20	141	0.059	9074
20	151	0.059	9747
20	157	0.083	10033
20	153	0.062	8932
20	161	0.064	8061
20	156	0.064	8871
20	156	0.092	9944
20	153	0.06	7207
20	150	0.06	10332
20	157	0.063	5729
20	155	0.061	8237
20	157	0.079	9185
20	152	0.065	10168
20	151	0.06	8725
20	151	0.102	10997
20	158	0.072	6432
20	157	0.078	13153
20	157	0.063	9206
20	144	0.088	6798
20	155	0.061	8788
20	152	0.064	6422
20	147	0.091	9086
20	159	0.078	8172
20	158	0.069	8560
20	163	0.096	9348
20	151	0.081	11240
20	144	0.112	8274
20	150	0.06	11268
20	153	0.058	10435
20	144	0.055	10175
20	156	0.06	11716
20	142	0.059	8076
20	148	0.057	11361
20	157	0.059	7933
20	146	0.057	7641
20	143	0.06	9014
20	151	0.096	8856
20	152	0.06	10105
20	153	0.06	8181
20	161	0.084	7518
20	154	0.065	7439
20	144	0.062	8674
20	152	0.086	11066
20	158	0.063	9281
20	152	0.086	8981
20	148	0.062	8046
20	146	0.058	8357
20	149	0.058	7915
20	158	0.06	9333
20	145	0.059	9079
20	156	0.06	9533
20	146	0.059	9616
20	144	0.062	10279
20	137	0.071	8339
20	149	0.059	10019
20	142	0.059	9813
20	151	0.059	9896
20	143	0.06	8689
20	158	0.061	8479
20	151	0.079	8745
20	160	0.108	7960
20	145	0.063	8085
20	157	0.076	7921
20	153	0.09	9184
20	151	0.062	9865
20	148	0.082	8697
20	155	0.065	9599
20	135	0.061	9228
20	155	0.066	6491
20	155	0.061	7380
20	154	0.061	10295
20	161	0.08	7734
20	155	0.08	7798
20	159	0.073	8856
20	153	0.068	9168
20	143	0.096	9252
20	148	0.072	10549
20	153	0.061	9051
20	147	0.058	9668
20	157	0.083	10436
20	155	0.062	8848
20	156	0.068	6865
20	145	0.123	8363
20	156	0.063	10238
20	155	0.059	10441
20	147	0.056	10925
20	152	0.057	8601
20	150	0.061	11383
20	145	0.059	12054
20	170	0.085	9583
20	154	0.057	10906
20	149	0.078	8165
20	150	0.059	8613
20	153	0.058	8789
20	146	0.057	8778
20	160	0.081	10621
20	154	0.06	7874
20	142	0.056	8429
20	150	0.06	7788
20	147	0.058	8305
20	152	0.062	8832
20	151	0.058	9241
20	156	0.101	7634
20	149	0.081	10561
20	148	0.058	8037
20	152	0.059	8764
20	152	0.082	10862
20	145	0.06	7748
20	158	0.094	8789
20	156	0.108	8007
20	155	0.06	10135
20	153	0.06	8097
20	158	0.062	10332
20	152	0.059	10730
20	154	0.059	11118
20	157	0.059	9140
20	152	0.062	9166
20	146	0.057	8324
20	165	0.067	6993
20	151	0.059	8936
20	156	0.061	9163
20	154	0.082	8811
20	157	0.072	6940
20	147	0.059	9549
20	150	0.064	10916
20	150	0.102	9404
20	144	0.06	10165
20	155	0.06	7093
20	151	0.061	7163
20	137	0.056	8587
20	148	0.073	7770
20	155	0.114	7692
20	143	0.061	9471
20	152	0.092	8245
20	159	0.096	9575
20	157	0.063	9731
20	155	0.073	9162
20	156	0.093	10945
20	157	0.063	8539
20	147	0.113	7990
20	141	0.103	11476
20	155	0.063	8520
20	160	0.063	9311
20	150	0.094	9756
20	149	0.092	10485
20	167	0.07	8543
20	157	0.063	10562
20	154	0.108	8781
20	154	0.059	10795
20	158	0.062	11656
20	162	0.062	10592
20	149	0.059	7186
20	153	0.057	8492
20	161	0.061	8908
20	148	0.059	8696
20	143	0.057	6769
20	143	0.055	8306
20	152	0.061	10073
20	157	0.06	8113
20	151	0.069	8611
20	146	0.056	9574
20	158	0.063	7423
20	150	0.097	9005
20	149	0.057	8799
20	160	0.06	9151
20	146	0.059	9472
20	146	0.059	6421
20	150	0.064	7386
20	151	0.078	9371
20	156	0.062	12498
20	155	0.07	6999
20	151	0.066	9201
20	165	0.122	11174
20	151	0.063	9371
20	155	0.075	8090
20	159	0.106	7257
20	156	0.063	8935
20	150	0.061	6541
20	153	0.07	11825
20	151	0.06	6415
20	164	0.061	11357
20	147	0.079	7845
20	156	0.058	10711
20	148	0.077	9447
20	155	0.061	9946
20	150	0.057	9300
20	152	0.101	9948
20	158	0.059	10073
20	156	0.058	9179
20	154	0.083	8690
20	164	0.073	9104
20	156	0.063	9967
20	160	0.074	9800
20	158	0.062	7679
20	159	0.07	10872
20	154	0.102	8445
20	151	0.062	8510
20	159	0.077	6676
20	156	0.062	9432
20	158	0.065	8579
20	155	0.061	10652
20	149	0.061	9290
20	157	0.068	10130
20	157	0.106	9338
20	157	0.064	8365
20	153	0.067	9647
20	157	0.062	8861
20	147	0.065	9576
20	168	0.121	9875
20	154	0.062	10395
20	149	0.074	8998
20	160	0.061	10542
20	150	0.065	5989
20	160	0.092	9087
20	145	0.073	8469
20	149	0.059	11384
20	142	0.066	10921
20	159	0.103	9628
20	149	0.059	7914
20	148	0.058	11285
20	142	0.057	8700
20	161	0.078	7539
20	151	0.06	10289
20	154	0.062	9161
20	146	0.058	7233
20	143	0.076	6573
20	152	0.066	9403
20	148	0.061	8215
20	148	0.081	9834
20	158	0.089	8344
20	148	0.084	8373
20	150	0.086	7718
20	139	0.056	10441
20	150	0.06	7533
20	156	0.06	10349
20	153	0.061	7289
20	151	0.101	9808
20	142	0.079	9507
20	150	0.07	8151
20	165	0.108	9134
20	149	0.126	8070
20	162	0.124	9160
20	154	0.061	11603
20	164	0.067	8873
20	153	0.083	9624
20	146	0.082	10017
20	163	0.088	9458
20	155	0.086	10060
20	148	0.082	9384
20	150	0.085	7977
20	147	0.083	9501
20	147	0.081	8216
20	153	0.085	10399
20	160	0.066	7655
20	146	0.067	9697
20	151	0.063	11482
20	150	0.064	8816
20	151	0.083	10799
20	142	0.06	8077
20	150	0.06	9527
20	146	0.075	6990
20	151	0.09	7186
20	148	0.061	9004
20	151	0.058	7954
20	151	0.082	9592
20	147	0.062	7631
20	148	0.061	10917
20	152	0.086	5112
20	154	0.085	8762
20	155	0.084	8448
20	158	0.063	8990
20	159	0.065	10091
20	153	0.062	9163
20	159	0.085	10306
20	145	0.083	9834
20	153	0.084	10616
20	151	0.081	9580
20	154	0.082	8415
20	161	0.082	7942
20	149	0.099	10182
20	150	0.1	8675
20	148	0.117	8208
20	158	0.102	10417
20	156	0.069	9524
20	153	0.1	7639
20	149	0.075	8503
20	150	0.085	9734
20	151	0.078	10386
20	149	0.063	9142
20	147	0.079	9799
20	156	0.069	9347
20	156	0.133	9665
20	156	0.072	7777
20	152	0.088	8271
20	147	0.079	10318
20	150	0.075	8207
20	152	0.067	8238
20	152	0.064	9495
20	147	0.082	9493
20	152	0.085	9483
20	150	0.073	8852
20	145	0.122	8686
20	141	0.076	8556
20	151	0.071	9928
20	142	0.097	9680
20	155	0.083	7353
20	158	0.071	10776
20	154	0.081	9389
20	156	0.072	9751
20	152	0.12	8837
20	149	0.084	7482
20	141	0.082	7666
20	155	0.084	9640
20	153	0.08	9690
20	145	0.088	10066
20	154	0.083	9095
20	159	0.087	7960
20	141	0.073	9744
20	142	0.104	8288
20	158	0.106	10910
20	153	0.118	7764
20	159	0.084	8731
20	151	0.124	7935
20	148	0.109	7963
20	155	0.122	9019
20	151	0.125	11497
20	151	0.062	10509
20	153	0.061	9206
20	161	0.063	9165
20	146	0.058	8651
20	158	0.06	10241
20	149	0.108	10162
20	152	0.059	8762
20	156	0.087	8400
20	154	0.06	9365
20	154	0.08	6776
20	152	0.057	9147
20	163	0.06	10308
20	148	0.056	6476
20	152	0.078	8024
20	142	0.054	8621
20	163	0.092	8197
20	157	0.119	9052
20	155	0.1	12316
20	140	0.056	7538
20	143	0.056	8249
20	153	0.058	9582
20	147	0.057	8790
20	150	0.058	7909
20	154	0.057	8319
20	152	0.098	8296
20	154	0.071	8498
20	150	0.084	8381
20	148	0.092	9657
20	146	0.08	8810
20	149	0.108	6408
20	153	0.135	10440
20	165	0.108	8616
20	151	0.098	9283
20	156	0.085	8706
20	150	0.113	8021
20	155	0.101	8640
20	149	0.076	9063
20	151	0.084	7022
20	159	0.1	10244
20	152	0.076	8729
20	149	0.07	11305
20	150	0.111	10209
20	152	0.116	8995
20	146	0.079	9536
20	154	0.074	11562
20	156	0.081	9127
20	162	0.087	10781
20	157	0.067	8037
20	145	0.101	8059
20	149	0.102	9108
20	148	0.072	10228
20	157	0.086	9204
20	144	0.069	7518
20	151	0.118	12939
20	150	0.082	8260
20	142	0.077	9059
20	145	0.099	11014
20	141	0.075	11772
20	153	0.066	9112
20	159	0.086	9992
20	153	0.09	10116
20	158	0.093	8571
20	137	0.055	7377
20	155	0.075	8806
20	153	0.061	9796
20	148	0.057	8234
20	159	0.06	10330
20	154	0.06	9988
20	158	0.061	9274
20	151	0.056	9209
20	149	0.059	10302
20	154	0.078	9303
20	155	0.108	8101
20	147	0.059	9461
20	157	0.06	9236
20	155	0.06	8833
20	142	0.102	9247
20	147	0.06	7164
20	151	0.081	10139
20	154	0.058	10990
20	159	0.061	8529
20	158	0.059	8563
20	159	0.064	10245
20	154	0.059	8507
20	161	0.061	6907
20	150	0.056	9988
20	148	0.058	9032
20	158	0.104	11461
20	158	0.061	8836
20	152	0.064	7471
20	152	0.103	8471
20	149	0.057	10377
20	143	0.097	8965
20	161	0.063	7190
20	144	0.056	7175
20	150	0.057	8976
20	154	0.058	9516
20	156	0.06	8499
20	160	0.063	9237
20	152	0.059	7583
20	163	0.064	11985
20	164	0.068	8706
20	166	0.089	7486
20	152	0.063	10762
20	146	0.079	10296
20	147	0.058	9532
20	150	0.061	7043
20	154	0.058	9117
20	147	0.064	10440
20	150	0.083	7764
20	155	0.064	8326
20	144	0.079	9123
20	154	0.058	10856
20	153	0.092	10633
20	151	0.082	9494
20	171	0.067	9751
20	152	0.062	8895
20	156	0.062	8544
20	153	0.061	9607
20	152	0.06	6844
20	140	0.057	9291
20	151	0.109	7880
20	152	0.058	9092
20	154	0.071	7227
20	157	0.116	9424
20	156	0.078	8443
20	151	0.073	7584
20	159	0.069	8138
20	154	0.093	10169
20	148	0.075	8878
20	158	0.083	9367
20	166	0.063	9688
20	147	0.057	10479
20	151	0.059	9790
20	155	0.066	8061
20	159	0.062	10197
20	148	0.057	10522
20	152	0.063	8213
20	152	0.062	11156
20	156	0.064	9844
20	148	0.059	7551
20	148	0.058	10904
20	155	0.06	8767
20	147	0.082	10517
20	155	0.058	7906
20	154	0.063	8028
20	145	0.057	9371
20	148	0.104	8130
20	159	0.062	9917
20	153	0.064	8864
20	156	0.061	9967
20	150	0.058	7574
20	158	0.062	9460
20	146	0.057	7701
20	161	0.06	11112
20	154	0.06	6454
20	146	0.057	9945
20	146	0.061	9975
20	158	0.069	6980
20	159	0.061	9219
20	157	0.06	7448
20	151	0.059	9991
20	150	0.059	11412
20	154	0.061	9727
20	151	0.065	10360
20	162	0.064	9597
20	147	0.057	9399
20	149	0.059	7375
20	156	0.075	7474
20	145	0.059	8518
20	155	0.062	8136
20	152	0.06	11380
20	160	0.064	8342
20	153	0.06	7920
20	153	0.058	8267
20	146	0.056	6106
20	150	0.058	7968
20	153	0.065	8262
20	152	0.062	8873
20	160	0.065	7716
20	152	0.059	8133
20	152	0.061	8493
20	147	0.06	9216
20	149	0.061	9373
20	160	0.065	11360
20	148	0.071	8961
20	162	0.064	10236
20	146	0.058	8896
20	146	0.06	7395
20	154	0.06	10001
20	159	0.06	8194
20	149	0.06	9308
20	153	0.078	10924
20	153	0.072	8574
20	151	0.078	9029
20	143	0.101	8357
20	158	0.074	6735
20	152	0.061	9492
20	161	0.064	9918
20	151	0.061	7872
20	154	0.059	9788
20	148	0.075	8714
20	156	0.088	8301
20	156	0.125	9188
20	161	0.088	9985
20	137	0.083	8105
20	158	0.111	6730
20	151	0.13	8343
20	155	0.092	9236
20	149	0.087	9808
20	155	0.11	9385
20	158	0.111	8281
20	154	0.113	9634
20	149	0.089	10534
20	152	0.122	10005
20	160	0.135	7770
20	142	0.086	7019
20	157	0.09	10199
20	156	0.09	8862
20	151	0.088	10046
20	151	0.106	7512
20	149	0.062	8897
20	149	0.061	8751
20	157	0.058	8378
20	155	0.072	11962
20	157	0.068	9092
20	154	0.06	10792
20	147	0.114	9189
20	163	0.119	8835
20	154	0.062	9089
20	162	0.065	11278
20	148	0.105	10568
20	153	0.07	9825
20	145	0.103	6122
20	155	0.075	8692
20	155	0.078	8733
20	154	0.081	8046
20	143	0.059	7353
20	148	0.058	9831
20	149	0.059	8946
20	152	0.059	10609
20	146	0.055	8665
20	151	0.078	8073
20	152	0.058	11565
20	157	0.09	9170
20	150	0.062	9382
20	151	0.062	7756
20	157	0.062	8434
20	144	0.064	7244
20	147	0.08	9211
20	156	0.126	8984
20	148	0.059	8595
20	154	0.061	7178
20	156	0.081	7964
20	152	0.058	8410
20	145	0.06	11095
20	149	0.083	9823
20	153	0.077	9191
20	146	0.069	7527
20	150	0.08	9055
20	149	0.063	8824
20	161	0.084	7973
20	160	0.06	9535
20	152	0.065	12177
20	153	0.063	7011
20	151	0.059	8290
20	149	0.058	8536
20	153	0.059	6575
20	154	0.06	8867
20	164	0.076	8782
20	144	0.083	9158
20	148	0.079	8747
20	153	0.085	10642
20	147	0.109	11110
20	152	0.069	8633
20	160	0.085	7464
20	149	0.07	9892
20	155	0.061	8844
20	156	0.082	11028
20	148	0.101	8481
20	159	0.061	10252
20	157	0.063	6896
20	160	0.062	9818
20	159	0.061	9893
20	148	0.069	9681
20	145	0.082	9793
20	148	0.059	9791
20	157	0.104	10235
20	152	0.062	10264
20	159	0.064	10031
20	144	0.061	6911
20	158	0.061	10712
20	155	0.065	7965
20	152	0.087	7938
20	169	0.066	10657
20	155	0.059	8196
20	158	0.061	8718
20	145	0.057	10264
20	159	0.062	8459
20	158	0.088	8796
20	151	0.061	11097
20	150	0.057	9358
20	152	0.077	11378
20	141	0.058	9221
20	143	0.056	10934
20	148	0.06	10717
20	139	0.054	8559
20	147	0.059	7321
20	155	0.07	11163
20	156	0.061	11994
20	151	0.061	9893
20	149	0.064	9673
20	148	0.061	9387
20	148	0.06	9024
20	154	0.06	9329
20	144	0.065	10055
20	156	0.081	8123
20	137	0.058	7900
20	159	0.1	9149
20	145	0.06	8403
20	151	0.067	11030
20	149	0.06	11415
20	154	0.086	10023
20	158	0.073	9022
20	153	0.06	9803
20	154	0.095	8170
20	141	0.107	10065
20	143	0.065	8079
20	162	0.09	7746
20	155	0.059	10327
20	156	0.06	9271
20	164	0.061	7766
20	155	0.079	11392
20	153	0.066	11137
20	153	0.094	9515
20	155	0.061	8659
20	152	0.093	9054
20	154	0.071	10671
20	154	0.095	8910
20	161	0.096	9520
20	152	0.065	9136
20	152	0.058	10285
20	152	0.06	7134
20	142	0.086	8554
20	156	0.101	8585
20	146	0.089	8650
20	154	0.1	5962
20	154	0.107	11215
20	153	0.06	8347
20	155	0.081	10772
20	151	0.062	7934
20	151	0.059	9230
20	148	0.099	9573
20	149	0.057	9775
20	153	0.059	9676
20	143	0.056	8642
20	169	0.062	10500
20	139	0.071	10602
20	147	0.07	6805
20	148	0.094	7679
20	147	0.064	10348
20	152	0.065	9465
20	162	0.089	8632
20	146	0.065	9028
20	158	0.068	6744
20	155	0.068	10463
20	163	0.069	12340
20	159	0.067	9956
20	150	0.061	9494
20	155	0.091	8688
20	149	0.065	7666
20	153	0.061	8087
20	151	0.073	6951
20	148	0.06	10310
20	147	0.078	8608
20	150	0.065	8463
20	148	0.067	9563
20	153	0.083	9934
20	144	0.063	10964
20	146	0.077	11911
20	148	0.103	7282
20	157	0.106	9527
20	147	0.103	8789
20	158	0.061	7935
20	145	0.064	10202
20	158	0.104	9476
20	142	0.055	11449
20	152	0.098	7066
20	157	0.059	8209
20	147	0.059	7202
20	148	0.097	6942
20	160	0.061	9719
20	147	0.057	9130
20	149	0.066	9240
20	153	0.067	9027
20	160	0.102	9467
20	156	0.058	6070
20	158	0.06	7408
20	151	0.057	10947
20	148	0.059	8635
20	160	0.061	8853
20	160	0.059	9304
20	150	0.059	6011
20	152	0.058	9914
20	142	0.055	8351
20	159	0.06	10015
20	145	0.057	9044
20	147	0.057	9089
20	152	0.057	9764
20	153	0.058	8051
20	154	0.061	9098
20	161	0.06	10499
20	160	0.06	11439
20	146	0.056	9863
20	151	0.057	9871
20	142	0.055	10217
20	152	0.058	9462
20	147	0.057	8801
20	155	0.078	7868
20	147	0.057	10431
20	160	0.064	8296
20	145	0.062	11302
20	152	0.069	12083
20	152	0.079	8558
20	148	0.064	10085
20	149	0.06	11348
20	158	0.067	9438
20	147	0.087	7079
20	150	0.064	9310
20	151	0.088	10279
20	146	0.086	10366
20	146	0.059	8214
20	152	0.081	9401
20	157	0.101	8446
20	152	0.097	7698
20	149	0.067	9149
20	153	0.086	11294
20	146	0.108	10366
20	149	0.12	9612
20	158	0.076	8124
20	155	0.085	7539
20	143	0.071	9541
20	154	0.083	10389
20	153	0.067	8747
20	159	0.081	10411
20	154	0.079	6429
20	156	0.063	7499
20	158	0.103	8070
20	149	0.067	10901
20	148	0.069	9378
20	145	0.065	8139
20	156	0.064	8515
20	162	0.076	7999
20	147	0.081	9802
20	150	0.063	8774
20	151	0.069	6909
20	152	0.079	10198
20	154	0.093	10076
20	158	0.091	9878
20	154	0.077	7551
20	142	0.058	10640
20	136	0.057	8852
20	142	0.06	9176
20	151	0.058	10541
20	145	0.058	6697
20	150	0.071	8325
20	142	0.057	9929
20	145	0.058	9603
20	147	0.057	11083
20	153	0.058	9426
20	145	0.056	8576
20	152	0.058	8372
20	154	0.06	9266
20	141	0.059	9742
20	151	0.062	10012
20	147	0.065	10388
20	144	0.076	9655
20	149	0.058	6753
20	147	0.065	9866
20	156	0.102	9665
20	161	0.103	7291
20	151	0.074	7305
20	146	0.068	10455
20	161	0.063	6818
20	151	0.058	10424
20	157	0.079	9425
20	159	0.061	8960
20	156	0.063	11543
20	151	0.062	9129
20	147	0.064	10751
20	153	0.098	8651
20	151	0.063	10390
20	145	0.058	8032
20	158	0.08	9076
20	141	0.055	10206
20	149	0.079	6859
20	144	0.058	9123
20	157	0.085	8960
20	155	0.059	9943
20	152	0.066	8900
20	147	0.059	9420
20	150	0.065	10623
20	159	0.083	10512
20	160	0.063	8989
20	142	0.056	6724
20	153	0.059	7265
20	150	0.06	8720
20	145	0.061	8315
20	156	0.061	11055
20	155	0.075	10260
20	153	0.06	8160
20	143	0.07	10641
20	161	0.083	7347
20	147	0.082	10742
20	161	0.073	9381
20	158	0.085	8831
20	149	0.062	7535
20	153	0.103	8122
20	150	0.078	8332
20	152	0.079	9315
20	152	0.062	9130
20	151	0.128	8835
20	153	0.084	7521
20	149	0.061	7733
20	145	0.057	9957
20	153	0.061	9091
20	157	0.061	9978
20	154	0.062	9404
20	162	0.063	9350
20	151	0.06	11562
20	149	0.058	8203
20	147	0.058	9214
20	160	0.065	8909
20	145	0.059	10420
20	162	0.064	7967
20	160	0.063	10055
20	149	0.057	10202
20	150	0.06	9314
20	148	0.059	8697
20	155	0.064	9227
20	154	0.061	8218
20	150	0.097	11138
20	150	0.058	8825
20	159	0.063	8761
20	152	0.094	10627
20	146	0.062	10197
20	142	0.058	10304
20	153	0.061	8722
20	147	0.061	6776
20	155	0.059	8872
20	156	0.08	8853
20	153	0.06	10808
20	150	0.065	9862
20	154	0.082	9164
20	159	0.062	8836
20	161	0.083	9035
20	145	0.092	7022
20	149	0.073	10393
20	162	0.064	10833
20	151	0.061	12912
20	146	0.057	10120
20	154	0.065	9549
20	149	0.062	6881
20	152	0.084	10266
20	153	0.059	7545
20	149	0.059	10665
20	154	0.059	9346
20	152	0.062	8176
20	151	0.057	7402
20	144	0.066	7840
20	149	0.104	7866
20	147	0.061	9959
20	151	0.062	9788
20	150	0.058	11875
20	142	0.058	9967
20	141	0.059	8953
20	151	0.059	8606
20	146	0.06	9038
20	151	0.06	9204
20	154	0.06	8717
20	155	0.072	8748
20	149	0.063	9883
20	161	0.068	9699
20	160	0.064	11124
20	154	0.103	9429
20	149	0.062	8604
20	151	0.121	8922
20	152	0.063	7219
20	152	0.078	9391
20	144	0.077	10786
20	150	0.057	11767
20	156	0.06	9857
20	142	0.075	9733
20	153	0.06	8274
20	150	0.078	8534
20	144	0.056	7090
20	153	0.07	10623
20	142	0.065	8957
20	151	0.06	7142
20	155	0.061	10291
20	158	0.059	8948
20	143	0.079	9521
20	157	0.102	7901
20	153	0.058	12112
20	156	0.06	9728
20	155	0.059	11073
20	152	0.059	8456
20	150	0.058	8219
20	148	0.057	8607
20	150	0.079	8953
20	153	0.059	7354
20	150	0.079	10689
20	153	0.08	10013
20	157	0.06	8237
20	149	0.058	10140
20	160	0.061	8389
20	151	0.071	9872
20	145	0.059	9379
20	158	0.126	8066
20	158	0.102	9379
20	154	0.06	9454
20	151	0.06	7892
20	135	0.065	7029
20	150	0.061	7110
20	158	0.06	9879
20	146	0.064	9239
20	151	0.1	9127
20	143	0.059	9058
20	151	0.09	8694
