|V|	|E|	time	approx	optimal
7	10	0.009	3191	0.464	2442
7	8	0.011	2245	0.4	1204
7	9	0.011	1013	0.427	1013
7	14	0.012	2583	0.567	2316
7	8	0.012	2424	0.388	1462
7	9	0.011	2491	0.397	1970
7	10	0.009	2811	0.457	2007
7	11	0.016	1142	0.5	1142
7	8	0.01	2556	0.368	2126
7	16	0.012	2377	0.616	2112
7	11	0.009	2801	0.474	1856
7	11	0.01	2588	0.479	2280
7	10	0.011	1582	0.447	1086
7	11	0.011	1147	0.473	1147
7	6	0.009	1186	0.291	696
7	7	0.007	1204	0.347	1204
7	13	0.011	2692	0.528	1859
7	9	0.008	3025	0.4	2248
7	6	0.007	3401	0.307	1739
7	8	0.007	2256	0.364	2213
7	14	0.01	2213	0.565	1660
7	10	0.008	1783	0.438	1783
7	12	0.018	2121	0.715	1968
7	9	0.014	2804	0.562	2012
7	14	0.015	2777	0.779	2114
7	12	0.015	3637	0.704	2663
7	12	0.015	1727	0.545	1272
7	8	0.01	1876	0.37	1876
7	9	0.008	915	0.402	751
7	8	0.007	1464	0.379	1423
7	9	0.01	1052	0.398	649
7	10	0.009	1764	0.436	1534
7	10	0.009	3301	0.435	2379
7	17	0.011	2240	0.647	1376
7	8	0.007	1614	0.38	1013
7	13	0.011	1050	0.54	630
7	12	0.009	1175	0.497	1175
7	10	0.007	1010	0.443	1010
7	8	0.008	1370	0.371	1089
7	12	0.01	1492	0.498	823
7	13	0.01	2637	0.602	1898
7	6	0.012	2817	0.404	1874
7	12	0.012	1854	0.657	1299
7	13	0.014	2751	0.69	1880
7	10	0.014	3264	0.577	2095
7	14	0.014	1096	0.733	1069
7	13	0.015	2187	0.696	1180
7	9	0.014	2494	0.431	1848
7	7	0.009	396	0.334	396
7	6	0.006	1825	0.295	1616
7	8	0.007	1170	0.364	1170
7	9	0.01	1592	0.401	1592
7	11	0.014	2112	0.476	1132
7	8	0.011	2143	0.368	1238
7	13	0.01	1547	0.551	1344
7	11	0.014	3248	0.465	2636
7	6	0.008	1011	0.303	945
7	11	0.008	1632	0.459	1632
7	13	0.01	2931	0.54	2271
7	8	0.008	842	0.46	842
7	11	0.015	3917	0.615	2645
7	14	0.014	3986	0.736	3182
7	11	0.013	2351	0.615	1810
7	10	0.012	510	0.576	510
7	8	0.011	1074	0.487	929
7	10	0.015	1312	0.449	1312
7	12	0.012	5192	0.517	2682
7	9	0.01	2085	0.403	1202
7	11	0.009	2072	0.469	1238
7	9	0.008	1963	0.405	1963
7	10	0.009	2212	0.431	1724
7	15	0.011	2916	0.595	2221
7	13	0.009	2604	0.526	2046
7	12	0.01	2636	0.516	1788
7	11	0.011	2816	0.465	1412
7	10	0.008	1532	0.425	1136
7	13	0.009	929	0.678	929
7	9	0.011	656	0.523	656
7	12	0.013	1737	0.665	1737
7	12	0.015	3672	0.665	2098
7	6	0.011	1126	0.409	1126
7	13	0.014	3420	0.7	2807
7	13	0.017	3141	0.605	2497
7	9	0.01	2390	0.402	2390
7	12	0.011	3450	0.509	2040
7	9	0.01	3014	0.407	1996
7	8	0.008	1122	0.377	681
7	9	0.007	1069	0.409	805
7	9	0.01	1350	0.401	904
7	8	0.008	3153	0.373	2083
7	11	0.01	2887	0.468	1662
7	8	0.008	1603	0.37	1118
7	9	0.007	1899	0.401	1810
7	7	0.008	3154	0.346	1827
7	12	0.012	3127	0.504	1708
7	12	0.012	2331	0.654	2169
7	8	0.012	1900	0.498	1170
7	12	0.015	3332	0.648	2706
7	11	0.014	3362	0.617	1962
7	14	0.013	2608	0.563	1938
7	11	0.011	2065	0.468	1371
7	7	0.007	2019	0.334	1345
7	14	0.01	2632	0.556	1946
7	15	0.011	3397	0.594	2683
7	9	0.008	3030	0.4	2057
7	9	0.008	2440	0.403	1928
7	12	0.01	1034	0.5	797
7	11	0.01	465	0.465	465
7	11	0.009	2415	0.468	1930
7	13	0.01	3133	0.529	2610
7	9	0.007	1117	0.404	1046
7	11	0.008	1753	0.463	1753
7	9	0.007	911	0.397	723
7	14	0.011	2734	0.66	1668
7	11	0.014	3830	0.611	2337
7	8	0.011	2746	0.485	1794
7	17	0.017	2481	0.849	1951
7	10	0.014	3260	0.585	2187
7	12	0.016	1956	0.66	1545
7	10	0.012	750	0.501	750
7	8	0.011	3429	0.367	2177
7	10	0.009	2915	0.442	2100
7	6	0.006	990	0.3	907
7	8	0.008	2654	0.365	1967
7	11	0.009	676	0.468	676
7	9	0.01	1256	0.407	1151
7	10	0.009	1565	0.432	1282
7	9	0.008	1566	0.403	1444
7	11	0.008	1095	0.467	1095
7	11	0.009	2441	0.473	1738
7	10	0.009	2364	0.432	2092
7	12	0.01	2331	0.607	1397
7	16	0.017	2193	0.815	2193
7	7	0.012	1485	0.45	1020
7	14	0.014	2576	0.741	1763
7	8	0.013	2004	0.484	1913
7	13	0.014	3322	0.669	2578
7	12	0.012	2585	0.491	2262
7	13	0.011	2227	0.541	1895
7	10	0.01	2643	0.434	1621
7	11	0.01	3680	0.464	2582
7	12	0.009	447	0.493	447
7	10	0.009	3669	0.43	2884
7	10	0.008	980	0.435	773
7	6	0.006	1613	0.308	1458
7	11	0.009	2384	0.478	1788
7	11	0.009	1442	0.463	1442
7	13	0.01	2562	0.532	1767
7	14	0.01	1789	0.637	1789
7	12	0.014	2082	0.658	1134
7	10	0.012	2063	0.571	1083
7	11	0.014	2923	0.613	2180
7	9	0.011	1675	0.522	1210
7	10	0.014	1435	0.581	1248
7	13	0.018	3350	0.58	1778
7	9	0.011	1178	0.399	1053
7	9	0.009	1994	0.4	1287
7	9	0.008	2025	0.4	1501
7	11	0.009	3176	0.468	2737
7	12	0.01	3143	0.502	2116
7	12	0.01	2956	0.512	2133
7	8	0.01	1808	0.366	1334
7	11	0.009	2191	0.468	2035
7	8	0.007	2093	0.366	1283
7	13	0.01	2094	0.527	1904
7	10	0.007	1513	0.437	1513
7	7	0.007	1003	0.37	1003
7	7	0.013	2921	0.447	1802
7	10	0.011	1694	0.581	1187
7	10	0.013	3562	0.569	2793
7	13	0.015	2995	0.699	1846
7	14	0.016	1806	0.722	1020
7	8	0.009	557	0.368	557
7	12	0.009	2741	0.499	2183
7	13	0.009	827	0.531	827
7	9	0.008	275	0.414	275
7	10	0.011	2388	0.432	1532
7	7	0.007	1508	0.336	950
7	7	0.007	2163	0.334	2163
7	10	0.009	1848	0.454	1458
7	10	0.011	2192	0.441	2036
7	11	0.011	1382	0.467	1382
7	11	0.009	2043	0.466	1069
7	11	0.008	2218	0.464	1977
7	7	0.008	2500	0.352	1373
7	10	0.009	2311	0.432	1730
7	18	0.015	2683	0.9	2194
7	10	0.013	2790	0.567	1876
7	9	0.012	718	0.529	718
7	7	0.012	2890	0.44	2054
7	7	0.011	1863	0.448	1648
7	7	0.013	1771	0.445	1020
7	11	0.014	2358	0.604	1595
7	13	0.014	1637	0.538	1325
7	10	0.01	651	0.435	524
7	8	0.007	2095	0.367	1663
7	10	0.009	1958	0.428	1033
7	13	0.011	3179	0.531	2583
7	13	0.009	2003	0.539	1335
7	13	0.01	1530	0.535	1413
7	10	0.009	1075	0.431	1075
7	9	0.008	2013	0.403	1991
7	10	0.01	2123	0.429	1646
7	14	0.011	2482	0.694	1801
7	10	0.014	4356	0.569	2623
7	14	0.014	1631	0.739	1375
7	12	0.013	2901	0.66	2128
7	11	0.014	854	0.613	854
7	12	0.013	2393	0.579	1521
7	8	0.01	717	0.378	717
7	10	0.009	2431	0.432	1927
7	5	0.006	1704	0.269	924
7	11	0.009	1207	0.474	1207
7	6	0.007	1822	0.303	1555
7	9	0.009	2236	0.401	1295
7	10	0.009	2467	0.429	2040
7	9	0.008	959	0.402	959
7	11	0.008	1540	0.469	1540
7	6	0.007	2370	0.297	1832
7	10	0.009	1727	0.433	1097
7	11	0.01	1192	0.471	1079
7	12	0.009	509	0.505	509
7	7	0.008	1643	0.423	1538
7	8	0.012	865	0.494	865
7	10	0.012	3136	0.576	2296
7	9	0.013	2829	0.522	2380
7	7	0.009	1814	0.445	1187
7	14	0.015	3396	0.737	2523
7	11	0.011	1592	0.57	1592
7	10	0.012	2816	0.433	2431
7	10	0.01	3927	0.434	2437
7	10	0.008	1398	0.44	1398
7	9	0.008	2229	0.417	1502
7	6	0.01	2148	0.341	1724
7	13	0.013	1598	0.541	1598
7	9	0.009	1790	0.417	1324
7	11	0.01	2099	0.497	1887
7	16	0.014	3158	0.637	2263
7	14	0.013	4951	0.622	3268
7	13	0.015	1744	0.542	1691
7	9	0.016	2483	0.539	1526
7	14	0.016	2302	0.747	1272
7	12	0.016	1114	0.753	1114
7	10	0.023	2278	0.624	2126
7	15	0.016	2854	0.78	2185
7	13	0.014	2426	0.525	1753
7	8	0.008	2400	0.372	2138
7	10	0.008	1775	0.429	1775
7	9	0.009	1444	0.418	1310
7	10	0.01	1535	0.435	1476
7	8	0.007	1624	0.371	1114
7	10	0.011	3176	0.454	1671
7	9	0.011	2267	0.403	1580
7	6	0.007	1441	0.304	1415
7	14	0.011	2485	0.57	2389
7	10	0.01	2926	0.431	2099
7	9	0.009	3651	0.404	2071
7	9	0.008	2423	0.462	1652
7	5	0.011	1947	0.354	1243
7	14	0.014	3028	0.74	2119
7	13	0.014	1813	0.691	1813
7	5	0.01	2420	0.348	1470
7	10	0.013	1489	0.62	1108
7	5	0.008	575	0.355	575
7	10	0.011	2275	0.525	2129
7	12	0.013	3456	0.5	2665
7	10	0.008	2026	0.434	1179
7	8	0.008	3026	0.382	1967
7	10	0.011	1581	0.431	818
7	10	0.008	1935	0.433	1935
7	10	0.009	1789	0.438	1073
7	7	0.008	1881	0.325	996
7	10	0.008	901	0.45	721
7	8	0.009	1436	0.366	1037
7	11	0.009	2311	0.459	1731
7	10	0.009	2543	0.447	1542
7	13	0.016	1894	0.634	1670
7	8	0.012	919	0.48	919
7	7	0.011	2614	0.451	1842
7	8	0.01	2218	0.489	1994
7	11	0.014	3131	0.626	2404
7	10	0.012	302	0.568	302
7	11	0.014	1264	0.514	1089
7	6	0.009	133	0.292	133
7	12	0.009	3247	0.497	2493
7	8	0.007	532	0.373	532
7	10	0.008	950	0.436	950
7	12	0.01	2934	0.504	1643
7	11	0.011	2690	0.476	2078
7	13	0.012	2092	0.537	2092
7	13	0.012	3096	0.543	2029
7	10	0.011	3184	0.446	2784
7	12	0.012	1999	0.499	1092
7	11	0.009	2156	0.47	1657
7	12	0.009	702	0.494	572
7	13	0.01	2502	0.685	2073
7	14	0.015	1515	0.734	1036
7	13	0.016	2288	0.697	1592
7	11	0.013	1652	0.617	1652
7	10	0.014	2944	0.565	1649
7	9	0.012	2030	0.549	1251
7	12	0.017	2423	0.518	1600
7	10	0.011	2788	0.438	2047
7	12	0.01	4061	0.492	3159
7	13	0.01	2616	0.541	2146
7	9	0.011	1358	0.405	1358
7	12	0.009	1449	0.508	1449
7	10	0.009	2395	0.435	1348
7	10	0.008	1669	0.449	1157
7	8	0.009	2674	0.377	1565
7	10	0.009	2964	0.452	1794
7	10	0.017	1548	0.48	1153
7	13	0.015	1500	0.686	1500
7	13	0.015	2920	0.697	2080
7	13	0.013	2948	0.699	2175
7	6	0.011	1273	0.399	1152
7	10	0.012	2223	0.573	1336
7	9	0.012	2782	0.401	1803
7	13	0.011	1249	0.529	1241
7	9	0.009	2916	0.405	1510
7	7	0.008	2296	0.337	1605
7	9	0.008	1876	0.403	1172
7	8	0.008	2086	0.371	1284
7	12	0.01	3911	0.512	2370
7	11	0.009	2236	0.492	2164
7	10	0.012	1915	0.436	1383
7	9	0.008	1171	0.41	1062
7	12	0.01	1658	0.496	1201
7	9	0.009	1707	0.403	1250
7	11	0.01	2206	0.484	1875
7	9	0.01	1275	0.421	1147
7	14	0.021	2972	0.771	2091
7	8	0.016	2295	0.501	1446
7	7	0.012	938	0.444	911
7	7	0.01	1144	0.44	966
7	14	0.015	1141	0.741	1002
7	10	0.014	2475	0.574	1983
7	13	0.017	2863	0.545	2130
7	6	0.008	1594	0.3	1261
7	10	0.008	2489	0.438	2489
7	9	0.008	185	0.399	185
7	13	0.009	2296	0.537	1526
7	10	0.009	968	0.434	968
7	9	0.007	2067	0.405	2067
7	13	0.01	3459	0.528	2379
7	13	0.01	3544	0.538	2364
7	11	0.01	2229	0.487	1348
7	8	0.011	1513	0.459	1513
7	9	0.011	1035	0.433	1035
7	7	0.013	1684	0.357	1684
7	10	0.01	525	0.446	525
7	9	0.01	2318	0.456	1970
7	7	0.013	1117	0.355	1117
7	11	0.011	1170	0.482	1170
7	10	0.014	2228	0.47	1534
7	14	0.012	2016	0.551	2016
7	11	0.011	2450	0.468	1589
7	11	0.01	3628	0.469	2261
7	9	0.008	1303	0.402	1303
7	10	0.009	967	0.451	967
7	5	0.008	2251	0.295	1893
7	8	0.011	1878	0.419	1223
7	10	0.012	1411	0.433	1019
7	11	0.009	2569	0.469	1904
7	12	0.009	2690	0.501	1743
7	7	0.006	872	0.335	872
7	10	0.008	1439	0.434	1439
7	11	0.014	3850	0.474	2338
7	6	0.008	3338	0.306	2256
7	11	0.009	2035	0.505	1412
7	9	0.011	2202	0.419	1652
7	10	0.011	2450	0.433	1788
7	9	0.007	1965	0.393	1965
7	15	0.011	2499	0.592	1632
7	10	0.008	1885	0.43	1438
7	10	0.009	1872	0.427	1299
7	10	0.008	1150	0.44	1150
7	10	0.01	2593	0.435	1668
7	11	0.01	2253	0.506	1438
7	15	0.014	2485	0.612	2041
7	7	0.009	1808	0.328	1808
7	11	0.009	1424	0.504	1424
7	13	0.013	2759	0.533	1889
7	13	0.01	2067	0.527	1965
7	8	0.008	2078	0.365	2017
7	8	0.008	1625	0.368	1250
7	7	0.008	1812	0.347	1311
7	13	0.01	2811	0.58	1962
7	14	0.013	1090	0.591	951
7	9	0.011	1888	0.407	1199
7	10	0.007	532	0.431	532
7	14	0.011	3788	0.563	2951
7	9	0.008	1941	0.397	1824
7	6	0.006	1186	0.3	1186
7	11	0.009	3240	0.479	2640
7	13	0.011	3301	0.531	1972
7	13	0.01	3699	0.537	1984
7	13	0.011	2614	0.529	2005
7	12	0.009	2822	0.503	1943
7	15	0.01	2468	0.588	1711
7	11	0.009	2612	0.466	2602
7	13	0.01	3102	0.544	2314
7	10	0.01	3534	0.437	1942
7	11	0.009	3061	0.46	1657
7	10	0.008	1051	0.427	876
7	13	0.009	3164	0.525	2181
7	9	0.008	1847	0.404	1311
7	11	0.009	2302	0.474	1484
7	10	0.009	1386	0.457	974
7	10	0.01	1654	0.439	1654
7	11	0.01	1539	0.469	1539
7	12	0.009	3053	0.492	2166
7	10	0.008	1291	0.43	1291
7	13	0.009	2730	0.52	2730
7	12	0.008	2105	0.536	1837
7	12	0.012	2418	0.525	2136
7	14	0.013	2626	0.624	2626
7	9	0.011	1637	0.397	1628
7	12	0.01	1583	0.494	1019
7	7	0.008	1207	0.331	1207
7	9	0.008	1586	0.405	886
7	13	0.011	3566	0.551	2154
7	8	0.012	1214	0.371	1214
7	11	0.01	2109	0.485	1465
7	9	0.011	1594	0.496	1094
7	8	0.016	2847	0.388	1659
7	8	0.01	1178	0.44	1178
7	8	0.015	2242	0.365	1652
7	14	0.013	2998	0.559	2048
7	7	0.007	634	0.336	634
7	11	0.009	1863	0.656	1858
7	12	0.019	2864	0.74	1881
7	7	0.014	2586	0.493	1796
7	11	0.016	1670	0.682	912
7	12	0.017	2979	0.735	2339
7	11	0.015	1382	0.68	1273
7	12	0.016	3570	0.723	3050
7	10	0.015	1802	0.641	1176
7	10	0.014	1742	0.633	1742
7	11	0.015	1794	0.675	1167
7	8	0.013	1998	0.535	1998
7	7	0.012	3299	0.49	1871
7	10	0.014	561	0.644	442
7	11	0.015	2483	0.535	1668
7	11	0.014	2058	0.472	1353
7	10	0.008	2411	0.429	1777
7	9	0.009	2626	0.406	1612
7	12	0.014	2649	0.595	2428
7	12	0.015	527	0.649	527
7	9	0.012	2404	0.403	1430
7	7	0.007	925	0.352	925
7	9	0.011	2700	0.402	1998
7	9	0.008	1170	0.423	778
7	12	0.013	3167	0.5	2269
7	7	0.008	1682	0.339	1008
7	11	0.009	3182	0.464	2306
7	12	0.01	3991	0.5	2523
7	10	0.009	1380	0.433	1019
7	8	0.007	2107	0.371	1311
7	18	0.023	1845	0.742	1845
7	10	0.012	3010	0.449	1711
7	8	0.009	968	0.382	876
7	12	0.012	2516	0.495	2037
7	11	0.01	1762	0.465	1336
7	9	0.008	1455	0.416	1455
7	10	0.01	1497	0.436	1497
7	10	0.008	921	0.447	921
7	8	0.008	1692	0.373	1692
7	14	0.011	1475	0.556	1428
7	11	0.008	1496	0.467	948
7	8	0.008	2496	0.373	2108
7	7	0.007	1975	0.345	1210
7	11	0.009	1334	0.485	1334
7	10	0.011	2798	0.444	2075
7	10	0.011	2835	0.453	1952
7	13	0.013	5090	0.534	2927
7	13	0.01	1839	0.534	1839
7	10	0.008	1575	0.434	865
7	7	0.007	803	0.337	587
7	10	0.008	833	0.44	833
7	8	0.008	1856	0.377	1417
7	12	0.01	2253	0.504	1934
7	10	0.009	2504	0.434	1814
7	9	0.017	1564	0.406	1163
7	11	0.009	2053	0.479	1546
7	13	0.009	2203	0.529	2203
7	14	0.011	437	0.581	437
7	10	0.011	3604	0.453	1902
7	11	0.011	3118	0.46	2218
7	11	0.01	3359	0.484	2215
7	12	0.012	2112	0.676	1208
7	10	0.016	3379	0.51	1754
7	13	0.012	1175	0.588	965
7	6	0.009	1425	0.302	1194
7	11	0.01	2670	0.466	1962
7	12	0.009	2301	0.498	1560
7	7	0.007	1208	0.331	1166
7	8	0.008	2276	0.364	1797
7	13	0.01	3644	0.538	1884
7	11	0.011	2981	0.63	2278
7	7	0.013	1093	0.468	1093
7	12	0.013	2547	0.686	2017
7	8	0.012	1680	0.506	1126
7	7	0.012	1643	0.473	1294
7	8	0.011	1858	0.418	1050
7	6	0.016	1824	0.312	1236
7	11	0.011	2600	0.468	1848
7	8	0.008	1646	0.369	1203
7	8	0.008	2891	0.363	1496
7	9	0.008	944	0.402	854
7	8	0.007	1293	0.368	991
7	5	0.006	1460	0.267	877
7	10	0.008	1379	0.455	1379
7	14	0.012	2484	0.577	2061
7	10	0.012	3141	0.442	2356
7	9	0.008	3248	0.433	2433
7	9	0.011	2257	0.407	1664
7	12	0.009	2572	0.494	2388
7	10	0.008	1890	0.437	1826
7	9	0.007	2345	0.526	1412
7	13	0.016	2477	0.736	1679
7	11	0.013	2106	0.659	1358
7	5	0.01	845	0.375	805
7	8	0.011	1688	0.514	1683
7	13	0.015	891	0.73	891
7	9	0.011	1231	0.576	1075
7	6	0.016	1935	0.307	1310
7	11	0.011	2206	0.463	1483
7	10	0.009	2792	0.463	2274
7	8	0.01	1455	0.368	1301
7	8	0.007	1268	0.365	1268
7	13	0.011	3687	0.536	2486
7	11	0.009	775	0.48	775
7	9	0.01	1947	0.403	1642
7	10	0.009	3949	0.437	2325
7	10	0.008	2886	0.428	2594
7	3	0.005	343	0.193	343
7	9	0.009	2699	0.487	1509
7	10	0.014	1516	0.573	1302
7	13	0.013	1129	0.684	985
7	9	0.013	2521	0.517	1673
7	12	0.013	1630	0.586	1264
7	11	0.012	2553	0.469	1619
7	13	0.011	2358	0.543	1655
7	16	0.012	2909	0.631	2291
7	10	0.01	3187	0.432	2999
7	6	0.007	2180	0.302	1260
7	12	0.01	1089	0.494	875
7	13	0.01	2302	0.534	1930
7	10	0.009	3030	0.433	2195
7	7	0.008	1159	0.337	695
7	11	0.009	2781	0.478	2308
7	11	0.009	1533	0.464	1533
7	12	0.008	1536	0.488	1536
7	6	0.007	950	0.304	652
7	6	0.007	643	0.303	643
7	12	0.01	2597	0.534	1807
7	8	0.013	1377	0.482	738
7	14	0.014	2372	0.732	1650
7	11	0.012	1320	0.628	1320
7	9	0.014	3085	0.525	2298
7	3	0.009	596	0.262	468
7	10	0.014	1979	0.575	1205
7	12	0.015	1890	0.658	1567
7	11	0.015	1711	0.533	1315
7	9	0.011	760	0.404	645
7	13	0.01	1916	0.543	1916
7	9	0.009	582	0.403	403
7	10	0.008	2379	0.424	1963
7	11	0.01	1025	0.463	946
7	11	0.009	2346	0.467	1838
7	7	0.007	1275	0.326	744
7	8	0.007	2020	0.374	1360
7	13	0.009	2508	0.535	2508
7	10	0.009	1488	0.517	1472
7	10	0.013	1509	0.568	1431
7	12	0.014	3150	0.658	1933
7	12	0.012	1702	0.649	1529
7	10	0.012	1227	0.589	799
7	15	0.013	1443	0.594	1443
7	11	0.009	2336	0.476	1853
7	11	0.011	2332	0.465	1732
7	9	0.007	1626	0.406	1556
7	12	0.01	3018	0.523	1767
7	10	0.012	2118	0.444	1073
7	5	0.006	429	0.259	429
7	12	0.009	982	0.496	982
7	9	0.009	2224	0.4	1539
7	13	0.01	1585	0.537	1118
7	9	0.008	1958	0.405	1424
7	9	0.008	757	0.391	757
7	10	0.008	2491	0.431	1576
7	14	0.01	4832	0.564	3320
7	7	0.012	2394	0.45	1578
7	9	0.011	2115	0.532	1224
7	9	0.011	1269	0.526	1255
7	9	0.011	1720	0.543	1005
7	11	0.014	4097	0.61	2858
7	12	0.013	1655	0.66	1238
7	10	0.014	4277	0.569	2475
7	11	0.014	2156	0.513	1601
7	11	0.018	1453	0.462	1426
7	13	0.012	2105	0.53	1178
7	12	0.01	2712	0.52	1876
7	11	0.01	2519	0.468	2002
7	9	0.009	2981	0.401	1517
7	13	0.009	1267	0.521	1166
7	14	0.01	4033	0.561	3586
7	9	0.008	1137	0.428	1051
7	11	0.012	2368	0.466	1607
7	7	0.007	2055	0.34	1588
7	7	0.008	3396	0.436	2103
7	7	0.012	1582	0.445	1493
7	13	0.013	2727	0.693	2412
7	9	0.014	3111	0.527	1863
7	8	0.01	2183	0.473	1668
7	10	0.013	2687	0.442	1604
7	12	0.009	2419	0.495	2409
7	8	0.008	1885	0.389	1301
7	13	0.011	1335	0.546	1039
7	15	0.013	3111	0.619	2160
7	10	0.015	2178	0.452	2178
7	14	0.012	3672	0.578	3455
7	7	0.009	2131	0.348	1737
7	13	0.016	2241	0.534	2241
7	9	0.01	1326	0.413	922
7	8	0.009	1932	0.365	1362
7	14	0.012	2843	0.56	1849
7	11	0.008	3297	0.524	2374
7	10	0.015	3268	0.575	2059
7	11	0.015	1910	0.63	1080
7	15	0.017	2590	0.798	1777
7	12	0.018	2750	0.715	1974
7	12	0.015	2378	0.685	1473
7	11	0.016	1560	0.637	1221
7	10	0.014	1609	0.529	1609
7	10	0.013	2385	0.454	2255
7	11	0.011	1515	0.474	851
7	8	0.008	2063	0.391	1191
7	8	0.008	903	0.357	903
7	14	0.011	3747	0.561	1904
7	6	0.007	1283	0.315	955
7	9	0.01	979	0.407	979
7	12	0.01	2595	0.502	1707
7	12	0.01	5112	0.548	3192
7	11	0.012	1392	0.471	1392
7	12	0.01	2013	0.562	1984
7	13	0.021	2108	0.65	1608
7	9	0.012	3209	0.396	2201
7	12	0.01	1998	0.509	1865
7	9	0.01	2131	0.409	1154
7	5	0.008	987	0.267	987
7	14	0.013	1818	0.601	1818
7	11	0.013	2126	0.56	1638
7	11	0.015	869	0.466	584
7	8	0.007	1256	0.376	1168
7	8	0.009	2833	0.368	1939
7	13	0.01	2121	0.527	1508
7	11	0.01	2512	0.464	1564
7	10	0.009	736	0.44	736
7	13	0.012	3521	0.526	2519
7	13	0.01	3047	0.547	2199
7	6	0.008	1579	0.303	1166
7	6	0.006	1301	0.348	947
7	12	0.015	883	0.508	883
7	11	0.011	2318	0.462	1953
7	6	0.007	713	0.319	713
7	13	0.012	4053	0.535	3024
7	11	0.008	1503	0.47	1503
7	15	0.011	1681	0.606	1419
7	11	0.011	1839	0.463	1035
7	11	0.01	1994	0.498	1134
7	11	0.011	1050	0.468	1050
7	8	0.008	1251	0.369	1247
7	5	0.006	803	0.264	803
7	9	0.008	1051	0.406	982
7	11	0.01	2002	0.525	1312
7	7	0.011	1957	0.445	1374
7	16	0.02	3058	0.682	2257
7	10	0.017	4082	0.514	2743
7	14	0.013	1564	0.616	1503
7	15	0.014	2470	0.598	1292
7	7	0.014	1459	0.376	1422
7	8	0.011	3092	0.366	2208
7	11	0.019	3694	0.519	2168
7	8	0.011	1752	0.386	1240
7	9	0.01	3115	0.481	2185
7	11	0.012	2251	0.493	1501
7	8	0.01	2131	0.376	1703
7	8	0.008	955	0.369	955
7	11	0.009	2026	0.466	1389
7	10	0.009	1951	0.433	1545
7	12	0.009	2563	0.519	1741
7	12	0.011	2201	0.498	1958
7	10	0.008	2771	0.424	1957
7	12	0.01	2274	0.516	2057
7	10	0.009	1136	0.431	1136
7	11	0.008	947	0.467	947
7	14	0.01	2385	0.569	1798
7	8	0.01	1673	0.379	1039
7	12	0.009	3002	0.512	2093
7	10	0.009	2148	0.485	1490
7	14	0.013	3035	0.595	2409
7	6	0.01	2751	0.305	1981
7	10	0.009	3354	0.438	2578
7	13	0.01	2810	0.527	2309
7	9	0.009	2797	0.4	1630
7	12	0.009	1820	0.53	1820
7	10	0.011	3389	0.429	2724
7	11	0.013	1122	0.476	1122
7	12	0.013	2553	0.529	1510
7	11	0.012	2535	0.461	1478
7	10	0.009	2472	0.43	1783
7	10	0.009	2819	0.438	1912
7	13	0.01	286	0.528	286
7	10	0.008	1331	0.445	1032
7	16	0.012	2632	0.623	1693
7	11	0.009	725	0.47	725
7	11	0.008	2220	0.482	2029
7	12	0.012	1000	0.5	1000
7	14	0.01	2901	0.618	2391
7	13	0.013	2792	0.532	1870
7	12	0.008	1920	0.553	1673
7	11	0.012	2532	0.472	1367
7	9	0.013	836	0.403	836
7	12	0.01	2080	0.531	2080
7	10	0.015	639	0.442	639
7	10	0.01	1279	0.456	680
7	9	0.012	1238	0.41	1238
7	12	0.01	2661	0.532	2252
7	13	0.014	1658	0.578	1521
7	7	0.01	2412	0.334	1723
7	11	0.01	829	0.465	829
7	11	0.009	2201	0.464	1885
7	9	0.008	820	0.405	820
7	12	0.009	1828	0.506	1399
7	12	0.011	2978	0.506	2085
7	9	0.01	2372	0.416	1618
7	9	0.023	3359	0.449	2072
7	11	0.012	2804	0.527	1836
7	9	0.011	3069	0.446	2374
7	11	0.015	2228	0.488	2228
7	10	0.014	2400	0.519	2400
7	12	0.018	1682	0.552	1141
7	10	0.019	2574	0.439	2142
7	11	0.01	876	0.476	803
7	8	0.009	2618	0.368	1834
7	10	0.009	2239	0.444	1465
7	12	0.011	1165	0.493	1095
7	11	0.009	329	0.471	326
7	10	0.008	2313	0.437	1476
7	9	0.008	2309	0.435	1266
7	8	0.013	1646	0.409	1646
7	12	0.014	3435	0.534	2262
7	9	0.011	805	0.404	805
7	6	0.007	891	0.31	773
7	12	0.009	2957	0.503	2150
7	12	0.009	341	0.563	341
7	7	0.01	1577	0.336	1323
7	8	0.008	856	0.369	856
7	6	0.006	1809	0.382	1464
7	12	0.016	1876	0.733	1876
7	13	0.02	1267	0.846	769
7	7	0.013	1183	0.498	785
7	11	0.014	666	0.682	666
7	8	0.014	1343	0.544	764
7	12	0.016	2382	0.742	1388
7	11	0.017	2406	0.677	1841
7	10	0.015	1376	0.633	1105
7	12	0.016	376	0.719	376
7	9	0.015	2589	0.593	1651
7	13	0.016	2760	0.767	2760
7	9	0.015	2356	0.608	1501
7	12	0.015	525	0.592	525
7	10	0.013	2221	0.432	1329
7	9	0.008	1036	0.409	1036
7	8	0.01	343	0.367	343
7	14	0.01	1759	0.56	1576
7	14	0.01	2178	0.568	1319
7	8	0.007	2043	0.377	1915
7	11	0.008	1425	0.463	1425
7	10	0.008	582	0.436	582
7	10	0.008	3054	0.435	2164
7	9	0.007	1469	0.405	1469
7	8	0.007	293	0.374	293
7	10	0.009	2091	0.43	1094
7	17	0.011	3532	0.652	2489
7	11	0.008	1502	0.468	1502
7	7	0.008	845	0.346	845
